STORE_NO,ZIP,SQUARE_FEET,U_CITY,U_STATE,CENSUS_REGION,CENSUS_DIVISION,TOT_ATTRITION_2012,TOT_ATTRITION_2013,NUM_ASSISTANT_MANAGERS,NUM_CUST_ACC_REPS,NUM_STORE_MANAGERS,NUM_EMP_PAY_TYPE_H,AVG_PAY_RATE_PAY_TYPE_S,AVG_PAY_RATE_PAY_TYPE_H,NAT_CURR_ROBBERY,NAT_CURR_BURGLARY,NAT_CURR_MOT_VEH_THEFT,NAT_PAST_ROBBERY,NAT_PAST_BURGLARY,NAT_PAST_MOT_VEH_THEFT,FRONTAGE_ROAD,NUM_PARKING_SPACES,SIGNAGE_VISIBILITY_IND,AUTOZONE_IND,TARGET_IND,WALMART_IND,PAYLESS_IND,COMP_PRESENCE_IND,STRIP_SHOP_CENTER_IND,SINGLE_TENANT_IND,PAD_IN_SHOP_CENTER_IND,MARKETING_EXP_2013,MARKETING_EXP_2012,TOT_NUM_LEADS,NUM_CONVERTED_TO_AGREEMENT,PERC_CONVERTED_TO_AGREEMENT,URBANICITY,CYA01V001,CYB02V001,CYA12V001,CYA12V002,CYA12V003,CYA12V007,CYA12V008,CYA21V001,CYB07VBASE,XCX03V069,PERC_CYEA07V001,PERC_CYEA07V004,PERC_CYEA07V007,PERC_CYEA07V010,PERC_CYB11V006,PERC_CYB11V007,PERC_CYC13VV01
3947,19142,5325,PHILADELPHIA,PA,Northeast,Middle Atlantic,10,2,8,11,2,4,50000,12.7075,855,132,234,1056,165,508,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,343.21,1196.37,12198,316,0.050374621,Superurban,156764,56694,73950,31898,22943,8590,10733,11.43,56694,145.26,0.172373759,0.723826899,0.003259677,0.062737618,0.034007126,0.029738597,0.114005767
3951,21801,3901,SALISBURY,MD,South,South Atlantic,3,3,5,5,2,4,42000,12.6075,238,294,263,239,453,223,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,221.71,305.39,8046,465,0.085164835,Emerging suburban,68659,25650,23033,22852,19367,3796,6413,81.51,25650,52.3,0.623414265,0.293960005,0.002519699,0.028910995,0.022222222,0.014619883,0.354126917
3954,19963,4067,MILFORD,DE,South,South Atlantic,5,4,5,13,1,5,43000,11.224,54,128,61,86,153,101,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1235.64,782.11,12684,417,0.049619229,Emerging suburban,31640,11980,7006,13472,12381,1895,2961,133.39,11980,43.18,0.745101138,0.167351454,0.00505689,0.009639697,0.024624374,0.023288815,0.727560051
3955,21215,5776,BALTIMORE,MD,South,South Atlantic,6,2,8,12,4,3,47000,12.71,467,175,392,497,173,308,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,212.77,693.12,7330,368,0.181102362,Urban,212792,86294,67821,73598,62528,16022,16196,54.84,86294,80.6,0.302055528,0.635662995,0.002523591,0.026429565,0.024451294,0.02163534,0.147265875
3957,6451,4500,MERIDEN,CT,Northeast,New England,1,0,4,5,3,3,45000,12.55333333,156,112,150,156,109,157,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,959.99,849.28,8850,312,0.056501268,Suburban,128726,50162,33335,52865,49086,6728,12436,85.61,50162,83.16,0.827222162,0.062699066,0.003130681,0.024291907,0.020812567,0.010904669,0.268042198
3965,46219,5685,INDIANAPOLIS,IN,Midwest,East North Central,1,1,4,8,1,3,50000,13.05666667,228,384,156,289,459,178,No,Greater than 10,No,0,0,0,0,0,0,0,0,1272.19,909.01,13189,419,0.040088021,Suburban,130686,51974,39783,39941,35510,6844,15454,48.6,51974,64.34,0.541519367,0.362272929,0.003665274,0.006917344,0.029283873,0.021145188,0.137535773
3966,46975,4727,ROCHESTER,IN,Midwest,East North Central,1,4,5,8,1,2,40000,9.75,84,606,117,89,689,110,Yes,Greater than 10,Unable to determine,1,0,0,0,0,0,0,0,735.37,601.86,10488,383,0.045476134,Emerging suburban,10441,4278,2021,4874,4617,670,908,96.04,4278,35.92,0.963988124,0.006225457,0.003543722,0.00718322,0.02173913,0.012856475,2.168949334
3967,46808,8500,FORT WAYNE,IN,Midwest,East North Central,2,1,5,8,0,4,43000,11.035,179,200,99,229,232,129,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,475.84,734.48,10739,570,0.097087379,Suburban,121817,49073,36519,37864,34681,5990,14765,60.27,49073,53.45,0.720515199,0.153976867,0.00459706,0.028764458,0.024025432,0.015894688,0.162768743
3971,46703,4499,ANGOLA,IN,Midwest,East North Central,1,4,6,12,2,4,41000,10.7325,44,62,37,60,101,51,Yes,Between 1 and 10,Yes,0,0,1,0,0,0,0,0,322.39,1133.18,9106,431,0.062509065,Emerging suburban,15106,5751,3474,6803,6340,747,1285,72.62,5751,37.97,0.951674831,0.009069244,0.003243744,0.00695088,0.021213702,0.013215093,1.539255925
3973,32807,3360,ORLANDO,FL,South,South Atlantic,1,0,2,7,1,4,45000,12.4475,324,425,231,229,369,170,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,2434.71,1858.23,11175,383,0.294388932,Urban,215213,89459,69177,74279,63607,10646,24758,53.94,89459,55.11,0.750066214,0.093419078,0.004456051,0.034300902,0.019025475,0.012486167,0.119323647
3974,32117,6000,HOLLY HILL,FL,South,South Atlantic,3,2,10,5,2,5,43000,11.242,277,519,243,291,590,198,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,2401.36,573.56,19462,521,0.190912422,Suburban,114345,51198,38038,34711,29613,7651,17908,80.04,51198,38.06,0.713472386,0.225055752,0.003594385,0.020368184,0.013477089,0.008398766,0.204075386
3975,32835,3941,ORLANDO,FL,South,South Atlantic,5,2,6,11,1,4,46000,11.9275,452,567,439,443,541,406,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1371.59,1327.82,13775,368,0.081433946,Urban,150878,54654,52208,47866,39751,4763,14112,42.56,54654,68.57,0.370902318,0.488938082,0.004228582,0.046501147,0.03478245,0.026951367,0.143632604
3983,30012,4000,CONYERS,GA,South,South Atlantic,0,0,2,4,2,4,50000,14.25,344,563,402,299,612,361,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,781.32,400.07,12774,373,0.152618658,Emerging suburban,84101,30457,23607,29496,25611,3483,8338,86.07,30457,73.52,0.298331768,0.610813189,0.002782369,0.015314919,0.035492662,0.027875365,0.259378604
3987,29033,4000,CAYCE,SC,South,South Atlantic,3,5,7,8,1,3,42000,10.08333333,76,149,58,92,180,64,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1069.73,1130.93,10359,464,0.105454546,Emerging suburban,82392,32771,33159,25796,20958,4571,7491,87.57,32771,46.76,0.668195941,0.238202738,0.004733469,0.023193999,0.015470996,0.010741204,0.265668997
3989,33311,5000,FT. LAUDERDALE,FL,South,South Atlantic,2,2,4,5,3,4,56903.22,11.825,593,506,795,576,487,729,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1099.4,1333.46,11608,399,0.114359415,Urban,306998,120539,109030,93425,71617,12623,36524,60.76,120539,60.98,0.447191838,0.475902123,0.002866468,0.016270464,0.028712699,0.025419159,0.079156868
3994,18102,4400,ALLENTOWN,PA,Northeast,Middle Atlantic,0,2,2,4,3,4,47000,12.2375,765,146,351,617,158,347,No,Between 1 and 10,No,0,0,0,0,0,1,0,0,1114.3,723.93,13418,292,0.038189903,Suburban,152175,56918,47460,52683,45065,7776,12866,37.28,56918,93.2,0.650533925,0.107343519,0.006413669,0.027192377,0.029375593,0.024754911,0.152607196
3996,47978,8050,RENSSELAER,IN,Midwest,East North Central,4,1,5,10,3,4,46000,11.3825,20,14,17,17,14,13,Yes,Greater than 10,Unable to determine,0,0,0,0,0,0,0,0,215.87,580.92,10289,283,0.04772344,Rural,12360,4607,2721,5655,5376,792,817,291.54,4607,38.19,0.9552589,0.010841424,0.002508091,0.003883495,0.024962014,0.011721294,2.002993528
4000,33803,3200,LAKELAND,FL,South,South Atlantic,2,2,4,5,3,3,42000,11.46,221,218,91,239,358,130,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,869.21,586.53,7946,245,0.157152021,Suburban,98566,38675,23804,39447,34584,6424,9715,54.45,38675,44.2,0.689132155,0.21948745,0.004413287,0.012600694,0.024692954,0.020581771,0.225402269
4006,29607,5936,GREENVILLE,SC,South,South Atlantic,3,6,8,8,3,3,39000,10.57666667,188,194,94,216,209,112,No,Between 1 and 10,Yes,0,0,0,0,0,0,1,0,2261.84,1066.81,11439,329,0.092131056,Suburban,174907,72364,52765,61948,53930,10997,16315,103.1,72364,51.56,0.6487905,0.261150211,0.003127376,0.025270572,0.018669504,0.010433365,0.163412556
4008,72501,5000,BATESVILLE,AR,South,West South Central,2,3,4,5,2,4,41000,10.335,22,42,19,23,40,16,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,820.98,980.9,7838,335,0.08871822,Emerging suburban,15650,6069,2407,7307,6522,1340,1453,68.29,6069,32.89,0.863194888,0.035399361,0.005814697,0.013290735,0.018454441,0.017301038,1.338913738
4011,25704,6600,HUNTINGTON,WV,South,South Atlantic,1,2,2,7,1,5,44000,11.082,102,144,70,128,126,76,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,787.61,316.15,11619,536,0.147739802,Emerging suburban,61892,27107,18330,21975,20239,4148,7784,61.23,27107,32.6,0.894525948,0.067343114,0.00315065,0.009597363,0.013206921,0.007304386,0.359093259
4014,32506,3500,PENSACOLA,FL,South,South Atlantic,2,0,2,5,1,4,43000,10.1875,376,945,422,424,907,447,No,Greater than 10,Yes,0,0,1,1,0,0,0,0,2193.41,667.14,14580,404,0.070777856,Suburban,133785,52007,43544,43181,36273,8364,13067,70.74,52007,48.73,0.584557312,0.32268939,0.008095078,0.034361102,0.023439152,0.015228719,0.153051538
4020,74601,4000,PONCA CITY,OK,South,West South Central,11,3,8,20,2,5,44000,10.554,59,280,59,80,321,76,Yes,Greater than 10,No,0,0,0,0,0,0,0,0,1091.85,932.42,8850,345,0.065564424,Emerging suburban,27880,11478,6055,10850,9856,1674,3358,75.48,11478,33.02,0.785868006,0.031743185,0.093830703,0.006707317,0.022477784,0.014026834,0.806635581
4023,28303,4750,FAYETTEVILLE,NC,South,South Atlantic,0,2,6,5,2,4,44000,11.545,167,447,153,185,503,143,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1727.01,886.17,13558,318,0.04486456,Suburban,105644,45854,29686,35403,27850,6010,13176,64.8,45854,61.65,0.436030442,0.448676688,0.01319526,0.025614327,0.016661578,0.008418022,0.225303851
4029,83704,7000,BOISE,ID,West,Mountain,1,2,5,9,1,4,48000,10.53,244,451,376,250,392,183,No,Greater than 10,Yes,0,0,0,0,0,0,1,0,424.25,552.31,12985,484,0.10653753,Suburban,181445,76159,46999,71386,64041,8873,21016,84.69,76159,61.71,0.885893797,0.015916669,0.007781973,0.025759872,0.018605812,0.010845731,0.150668247
4047,83318,6250,BURLEY,ID,West,Mountain,7,7,8,13,2,3,38000,9.916666667,34,131,40,40,115,52,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,401.73,609.18,11730,334,0.038132207,Emerging suburban,23570,8161,3385,10695,9891,1096,2244,176.64,8161,67.09,0.797369538,0.004200255,0.011243106,0.006024608,0.049013601,0.032103909,0.796945269
4050,83651,5600,NAMPA,ID,West,Mountain,1,4,8,6,2,4,41000,11.0875,110,586,162,111,510,150,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1698.66,964,15832,421,0.036994728,Suburban,153370,49966,31218,62014,57892,4121,14397,125.75,49966,70.11,0.82646541,0.006663624,0.01088218,0.008880485,0.051475003,0.034663571,0.11957358
4051,99207,4496,SPOKANE,WA,West,Pacific,3,2,3,9,2,4,43000,10.86,218,485,242,233,395,270,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,1,0,1344.16,1801.41,12424,508,0.099238132,Suburban,166574,68872,48078,58971,54053,9565,18527,45.71,68872,56.56,0.854923337,0.024391562,0.023497064,0.025874386,0.021329423,0.013401673,0.12431712
4052,99114,6000,COLVILLE,WA,West,Pacific,3,1,4,6,1,3,40000,11.17,22,30,18,28,33,21,No,Between 1 and 10,Yes,0,0,0,0,0,0,1,0,272.28,259.1,10285,370,0.067666423,Rural,13197,5285,1989,6623,6260,797,1489,571.18,5285,42.89,0.93081761,0.00174282,0.020080321,0.006516633,0.020245979,0.013245033,1.595362582
4053,83301,9747,TWIN FALLS,ID,West,Mountain,6,6,7,12,4,3,43000,10.08333333,65,264,99,64,276,83,Yes,Greater than 10,Yes,0,0,0,0,1,0,0,0,565.53,520.06,13354,303,0.033121994,Emerging suburban,52275,19506,9767,22523,20623,2238,5638,67.31,19506,57.44,0.890043042,0.005968436,0.008512673,0.016910569,0.036142725,0.020147647,0.417599235
4054,27330,7650,SANFORD,NC,South,South Atlantic,3,1,3,6,1,4,45000,11.0675,217,440,200,205,444,129,Yes,Greater than 10,Unable to determine,0,0,0,0,1,0,0,0,569.54,940.76,10885,451,0.050228311,Emerging suburban,44467,16748,10021,18482,15952,3154,3199,128.53,16748,50.45,0.626194706,0.224211213,0.007601142,0.00843322,0.029496059,0.019106759,0.489599029
4055,2131,6000,ROSLINDALE,MA,Northeast,New England,2,3,4,9,0,4,56000,13.745,455,115,407,451,111,463,Yes,Between 1 and 10,Yes,1,0,0,0,0,0,0,0,252.37,472.88,12879,515,0.164641944,Superurban,134164,49883,55172,38592,30393,4321,9954,12.03,49883,138.56,0.30604335,0.522942071,0.005873409,0.025058883,0.028727222,0.022011507,0.209937092
4060,65807,5900,SPRINGFIELD,MO,Midwest,West North Central,3,0,4,5,1,4,42000,11.1875,190,271,91,205,269,84,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1669.23,531.72,14516,520,0.111349036,Suburban,143560,62916,49051,44598,37821,9341,18029,55.9,62916,41.25,0.885246587,0.041313736,0.007488158,0.021447478,0.013351135,0.006802721,0.14913625
4062,84341,5294,LOGAN,UT,West,Mountain,2,4,5,11,1,5,53000,11.646,55,121,51,47,92,39,No,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,2969.23,2127.98,15970,631,0.060469574,Emerging suburban,72625,22853,19638,29285,27842,1429,3402,601.63,22853,69.6,0.865969019,0.007325301,0.00822031,0.020874355,0.060298429,0.035575198,0.263394148
4080,12401,6444,KINGSTON,NY,Northeast,Middle Atlantic,2,2,5,7,1,4,48000,12.64,109,100,75,239,159,161,No,Between 1 and 10,Yes,0,0,0,0,0,0,0,0,1493.6,815.24,11703,500,0.135574837,Emerging suburban,43315,18392,12219,15972,13934,3032,5010,56.68,18392,69.62,0.811173958,0.09361653,0.003693871,0.018908,0.017235755,0.009134406,0.654299896
4082,12550,3600,NEWBURGH,NY,Northeast,Middle Atlantic,7,2,8,6,3,4,49000,11.815,294,150,192,441,134,286,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,539.48,633.34,10424,427,0.3179449,Emerging suburban,96654,34741,27141,37019,32249,5471,8091,58.67,34741,105.82,0.621267614,0.196111904,0.007263021,0.028100234,0.031778014,0.025272733,0.295507687
4084,12866,6000,SARATOGA SPRINGS,NY,Northeast,Middle Atlantic,7,1,8,12,3,4,42000,11.835,97,82,89,102,107,104,No,Greater than 10,No,0,0,0,0,0,0,0,0,995.67,1954.16,11173,364,0.106995885,Emerging suburban,50208,21264,14703,21111,20006,2848,3533,72.6,21264,66.16,0.937758923,0.019478968,0.001792543,0.014380179,0.011615877,0.004091422,0.730560867
4087,13820,4212,ONEONTA,NY,Northeast,Middle Atlantic,6,6,9,17,0,5,49000,11.298,85,54,58,77,62,49,Yes,Greater than 10,Yes,0,0,0,1,0,0,0,0,1602.47,1161.47,16968,557,0.075875221,Emerging suburban,22357,7916,9672,7585,6378,1047,1554,101.68,7916,57.12,0.910542559,0.035067317,0.002370622,0.018562419,0.010864073,0.005684689,0.986178825
4091,350205346,4500,BESSEMER,AL,South,East South Central,6,0,3,8,1,4,46000,10.57,221,446,165,213,440,170,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,588.2,459.15,8944,384,0.050840726,Emerging suburban,56548,22017,15607,17720,15109,5210,6623,71.84,22017,64.45,0.33700573,0.614080074,0.003289241,0.004650916,0.026297861,0.017395649,0.329772936
4115,717422216,4000,FORDYCE,AR,South,West South Central,1,0,1,4,1,3,41783.11,11.99666667,33,33,23,28,30,18,No,Greater than 10,Yes,0,0,0,0,0,0,0,1,435.2,340.23,4625,193,0.044490549,Rural,8988,3544,1816,3625,3410,782,1042,450.99,3544,50.18,0.590676458,0.375500668,0.003782822,0.00200267,0.024548533,0.008465011,2.119603916
4116,718522704,8400,NASHVILLE,AR,South,West South Central,1,1,3,3,0,3,41000,11.98,112,436,74,107,473,75,No,Between 1 and 10,Yes,0,0,0,0,0,0,1,0,519.94,796.73,8594,269,0.039184268,Rural,11981,4620,2602,4901,4207,736,1086,353.88,4620,43.65,0.691177698,0.227193056,0.004840998,0.007428428,0.02012987,0.012987013,1.538018529
4123,717014552,4400,CAMDEN,AR,South,West South Central,0,0,2,4,1,4,43000,11.54,58,225,35,63,211,41,No,Greater than 10,No,0,0,0,0,0,0,0,0,474.08,512.11,11211,383,0.054326241,Emerging suburban,14481,6093,3536,4986,4236,1339,1672,138.26,6093,56.36,0.460465438,0.508459361,0.003590912,0.004419584,0.01723289,0.008862629,1.267730129
4128,721606721,10032,STUTTGART,AR,South,West South Central,5,3,5,11,2,4,42000,11.04,47,283,55,45,174,50,Unable to determine,Greater than 10,Yes,0,0,0,0,0,1,0,0,591.39,342.1,7441,332,0.090636091,Rural,11263,4742,2600,4513,3890,707,1223,268.11,4742,47.52,0.618840451,0.335967327,0.002219657,0.006126254,0.017714045,0.00991143,1.952765693
4131,62343813,6000,BROOKLYN,CT,Northeast,New England,3,3,2,11,1,4,49000,12.4825,76,115,79,99,136,111,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,908.27,998.83,15131,402,0.041853202,Emerging suburban,26685,10229,6867,11373,10733,1236,2415,71.94,10229,60.37,0.92737493,0.020086191,0.004047218,0.015177066,0.022289569,0.009971649,1.004197115
4132,62601628,4000,PUTNAM,CT,Northeast,New England,4,0,6,7,2,3,43000,13.20333333,175,233,321,187,254,364,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,1078.12,1226.34,9935,285,0.062023939,Emerging suburban,24462,9849,5639,10663,10201,1304,2492,93.06,9849,57.64,0.944321805,0.010955768,0.005069087,0.011609844,0.019392832,0.008731851,1.15391219
4133,62261100,4590,WILLIMANTIC,CT,Northeast,New England,5,2,4,10,1,3,45000,12.30666667,341,129,185,436,146,277,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,673.43,1533.24,9313,307,0.073164919,Emerging suburban,60506,18104,27657,18644,17210,2118,4007,93.9,18104,84.07,0.79674743,0.049449641,0.003338512,0.042293326,0.018725144,0.014085285,0.413347437
4140,19966,4790,MILLSBORO,DE,South,South Atlantic,4,5,6,13,2,4,40000,11.6175,35,41,29,39,51,30,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,739.88,458.14,7722,437,0.075266965,Emerging suburban,29472,11503,6820,12789,11979,2247,2650,143.19,11503,37.81,0.782709012,0.126526873,0.013470413,0.010416667,0.024254542,0.015300356,0.844937568
4155,330635210,3732,MARGATE,FL,South,South Atlantic,2,9,9,10,3,4,49000,11.71,267,271,215,348,304,429,Yes,Greater than 10,No,0,0,1,0,0,0,0,0,1207.15,1911.51,14166,268,0.354966887,Urban,246388,94640,66794,89991,78075,17194,28538,54.28,94640,55.01,0.56731659,0.32584785,0.002865399,0.02890157,0.027852916,0.021946323,0.097273406
4167,337813445,3840,PINELLAS PARK,FL,South,South Atlantic,2,0,3,6,2,3,39000,11.46,235,468,246,261,602,265,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1833.63,570.28,7758,276,0.084896955,Urban,195097,84428,52769,71504,63275,13246,27738,53.36,84428,38.43,0.813118603,0.067981568,0.003567456,0.061641132,0.014568627,0.009001753,0.126029616
4171,336135069,3700,TAMPA,FL,South,South Atlantic,4,5,9,7,3,4,44000,10.855,599,576,543,556,632,550,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,2322.74,849.25,12483,546,0.204188482,Suburban,184196,74440,66761,58649,47133,8899,18406,54.68,74440,55.96,0.63951443,0.231145085,0.004223762,0.039930292,0.020728103,0.013259001,0.134818346
4173,335255801,5875,DADE CITY,FL,South,South Atlantic,0,0,3,2,2,4,41000,13.6175,96,126,93,100,131,87,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1295.56,584.76,12787,432,0.056396867,Emerging suburban,24447,9638,5420,10223,9294,1505,2792,93.05,9638,40.52,0.772160183,0.09694441,0.004295006,0.00883544,0.029985474,0.023033824,0.855851434
4177,32514,4750,PENSACOLA,FL,South,South Atlantic,3,3,4,8,1,3,41000,10.58666667,136,454,129,162,464,158,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,1524.66,1128.34,7962,452,0.158152554,Emerging suburban,80566,31535,23144,29537,26517,5678,8929,59.21,31535,45.99,0.720030782,0.195963558,0.008874711,0.028970037,0.020072935,0.00992548,0.314214433
4178,325071100,11300,PENSACOLA,FL,South,South Atlantic,2,2,3,7,3,4,40000,10.605,301,631,287,371,668,331,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1716.33,1207.65,9476,385,0.07487359,Suburban,117440,45124,39900,36430,29246,7212,11297,58.36,45124,49.44,0.561631471,0.345129428,0.008378747,0.031633174,0.023490825,0.015690098,0.163930518
4191,313133231,2800,HINESVILLE,GA,South,South Atlantic,1,2,4,7,1,4,41000,11.76,67,454,101,77,547,116,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1426.58,1008.49,10965,395,0.062087394,Emerging suburban,45790,16518,9497,18194,15704,1038,4299,235.75,16518,66.17,0.447215549,0.426949116,0.006660843,0.024546844,0.029240828,0.013924204,0.416772221
4194,314082130,4200,GARDEN CITY,GA,South,South Atlantic,5,2,6,12,5,4,43500,10.8625,298,477,297,299,387,308,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1438.51,533.44,10567,427,0.119074177,Emerging suburban,54933,20126,22506,13458,11019,2940,5898,51.15,20126,60.19,0.371525313,0.559954854,0.002839823,0.017403018,0.023998808,0.018433867,0.314801668
4195,310217502,2730,DUBLIN,GA,South,South Atlantic,0,3,2,4,2,3,50000,10.08333333,54,156,36,87,238,49,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,744.34,284.1,8780,343,0.068069061,Emerging suburban,25468,9841,6861,8949,7629,1800,2338,124.4,9841,56.23,0.472396733,0.485707555,0.001923983,0.016294958,0.02286353,0.014226197,0.815179834
4196,309064883,6000,AUGUSTA,GA,South,South Atlantic,2,2,6,4,1,4,43000,10.3825,346,757,447,402,820,522,Yes,Greater than 10,No,0,0,0,0,0,1,0,0,1362.54,636.29,11334,421,0.14955595,Suburban,107995,41892,36731,30490,23628,6041,11526,84.29,41892,63.37,0.282050095,0.666058614,0.002648271,0.012361683,0.025899933,0.020338012,0.152432983
4199,317093643,4375,AMERICUS,GA,South,South Atlantic,1,1,8,5,1,4,45000,11.785,113,116,51,116,115,49,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,0,0,627.84,528.77,11219,424,0.103414634,Emerging suburban,23695,8582,8049,6525,5455,1484,2473,95.07,8582,61.36,0.364296265,0.573369909,0.003587255,0.015108673,0.027965509,0.017944535,0.768389956
4200,301142887,5200,CANTON,GA,South,South Atlantic,0,3,4,10,2,4,43000,12.5025,297,226,297,237,200,183,Yes,Greater than 10,Yes,0,0,0,0,1,0,0,0,266.28,494.29,10180,386,0.0586537,Emerging suburban,63936,22089,11615,29034,27703,2624,5205,124.03,22089,43.66,0.844938689,0.06298486,0.005333459,0.012825325,0.035130608,0.022364073,0.437906657
4206,303101774,3066,ATLANTA,GA,South,South Atlantic,0,3,5,4,1,4,50000,14.5625,861,695,571,599,589,509,No,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,695.5,748.12,11406,415,0.094835466,Urban,354553,147322,168418,77634,58753,14549,33661,103.31,147322,72.71,0.298443392,0.620993194,0.002761223,0.029877057,0.020248164,0.020845495,0.078135004
4209,308247456,6000,THOMSON,GA,South,South Atlantic,2,0,4,4,2,4,42000,11.9225,46,41,34,46,37,34,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1092.23,873.63,8418,235,0.069362456,Emerging suburban,14661,5518,3923,4965,3582,988,1525,113.39,5518,54.34,0.484823682,0.489257213,0.002455494,0.003478617,0.024827836,0.014316781,1.195689244
4220,611114168,4474,LOVES PARK,IL,Midwest,East North Central,1,0,3,7,1,4,42000,10.8175,49,71,42,54,68,45,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,441.93,244.17,8527,323,0.05840868,Suburban,90542,36351,19695,38520,36438,5599,10215,71.99,36351,47.92,0.870778202,0.05949725,0.002032206,0.023856332,0.01936673,0.010508652,0.313103311
4230,604192928,3000,DOLTON,IL,Midwest,East North Central,3,0,1,4,3,3,43000,11.61333333,525,398,615,449,416,513,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,608.26,780.69,6973,323,0.060261194,Urban,206172,73068,70835,56704,49310,12354,20846,55.9,73068,99.8,0.247308073,0.654904643,0.003671692,0.004995829,0.040003832,0.035063229,0.100750829
4232,609141962,4296,BOURBONNAIS,IL,Midwest,East North Central,3,1,2,10,0,4,42000,11.0475,279,234,186,301,318,207,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,987.26,978.54,12453,520,0.060472148,Emerging suburban,70987,25326,19328,26448,23911,3590,6132,78.43,25326,58.36,0.716356516,0.192824038,0.002479327,0.01252342,0.031825002,0.019703072,0.323622635
4237,465631020,4000,PLYMOUTH,IN,Midwest,East North Central,7,4,8,11,2,6,54000,11.92333333,58,103,35,71,115,43,Unable to determine,Unable to determine,Unable to determine,1,0,0,0,0,1,0,0,841.21,1451.95,21241,806,0.095215594,Emerging suburban,18939,7210,3620,8306,7754,1193,1628,84.09,7210,41.01,0.911452558,0.007392154,0.003643276,0.005544115,0.032316228,0.021914008,1.222292624
4239,465163512,3840,ELKHART,IN,Midwest,East North Central,6,6,5,14,4,4,45000,10.7925,353,589,206,363,635,262,Yes,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,898.12,957.59,14151,505,0.097452721,Emerging suburban,92030,34609,21010,35951,32749,3038,10685,75.34,34609,52.36,0.752493752,0.103846572,0.004650657,0.011452787,0.032679361,0.023519894,0.23168532
4243,463684853,3600,PORTAGE,IN,Midwest,East North Central,3,0,5,6,0,4,43000,11.0975,79,255,109,75,258,96,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1085.03,713.54,13425,588,0.055613355,Emerging suburban,86382,32512,20141,36286,33235,4014,7986,71.85,32512,53.39,0.858500614,0.05227941,0.004202264,0.008219305,0.026636319,0.016701526,0.283751245
4244,460113261,3200,ANDERSON,IN,Midwest,East North Central,4,1,3,11,1,4,50552.77,11.6175,123,270,85,136,432,88,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,632.88,373.05,13936,533,0.051309203,Emerging suburban,65408,27507,16633,23669,21262,3939,8901,81.88,27507,45.02,0.811292197,0.132399707,0.003088307,0.004510152,0.017704584,0.01028829,0.327115949
4256,66071,4500,PAOLA,KS,Midwest,West North Central,3,4,4,7,2,2,40000,11.005,17,32,20,21,29,21,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1137.52,370.18,10582,495,0.05255893,Rural,19662,7195,3143,9650,9032,872,1698,237.92,7195,42.87,0.942427017,0.019072322,0.007069474,0.003661886,0.026824184,0.013481584,1.272657919
