STORE_NO,REVENUE_2013,ZIP,SQUARE_FEET,U_CITY,U_STATE,CENSUS_REGION,CENSUS_DIVISION,TOT_ATTRITION_2012,TOT_ATTRITION_2013,NUM_ASSISTANT_MANAGERS,NUM_CUST_ACC_REPS,NUM_STORE_MANAGERS,NUM_EMP_PAY_TYPE_H,AVG_PAY_RATE_PAY_TYPE_S,AVG_PAY_RATE_PAY_TYPE_H,NAT_CURR_ROBBERY,NAT_CURR_BURGLARY,NAT_CURR_MOT_VEH_THEFT,NAT_PAST_ROBBERY,NAT_PAST_BURGLARY,NAT_PAST_MOT_VEH_THEFT,FRONTAGE_ROAD,NUM_PARKING_SPACES,SIGNAGE_VISIBILITY_IND,AUTOZONE_IND,TARGET_IND,WALMART_IND,PAYLESS_IND,COMP_PRESENCE_IND,STRIP_SHOP_CENTER_IND,SINGLE_TENANT_IND,PAD_IN_SHOP_CENTER_IND,MARKETING_EXP_2013,MARKETING_EXP_2012,TOT_NUM_LEADS,NUM_CONVERTED_TO_AGREEMENT,PERC_CONVERTED_TO_AGREEMENT,URBANICITY,CYA01V001,CYB02V001,CYA12V001,CYA12V002,CYA12V003,CYA12V007,CYA12V008,CYA21V001,CYB07VBASE,XCX03V069,PERC_CYEA07V001,PERC_CYEA07V004,PERC_CYEA07V007,PERC_CYEA07V010,PERC_CYB11V006,PERC_CYB11V007,PERC_CYC13VV01
3529,497243,434024601,4200,BOWLING GREEN,OH,Midwest,East North Central,5,1,2,10,2,3,39000,11.32,184,609,267,146,349,107,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,698.14,501.39,8354,359,0.051639816,Emerging suburban,35718,13467,17380,10622,9453,1287,2054,108.82,13467,47.36,0.887703679,0.055434235,0.002155776,0.018926032,0.011732383,0.004826613,0.649588443
3537,557602,435671824,8000,WAUSEON,OH,Midwest,East North Central,1,3,7,6,3,3,38000,10.26666667,62,233,51,59,266,46,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,760.58,580.24,6877,283,0.042852817,Emerging suburban,14790,5669,2644,6827,6527,703,1397,110.88,5669,42.79,0.931710615,0.005679513,0.003042596,0.006490872,0.031575234,0.012171459,1.623867478
3538,594162,434521332,3500,PORT CLINTON,OH,Midwest,East North Central,1,0,1,4,1,3,40000,11.36333333,74,144,55,69,123,50,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,659.15,786.42,8987,391,0.054125138,Emerging suburban,11815,5397,2060,5771,5511,722,1392,30.44,5397,38.32,0.942784596,0.01946678,0.001269573,0.003893356,0.011302576,0.004632203,2.362674566
3543,856742,434201019,5000,FREMONT,OH,Midwest,East North Central,0,2,2,8,2,4,44000,11.8,77,199,70,71,141,66,Yes,Greater than 10,Unable to determine,0,0,0,0,0,1,0,0,917.43,1092.38,11714,436,0.047770352,Emerging suburban,27732,11373,5796,11929,11009,1500,2939,98.53,11373,44.27,0.856411366,0.056757536,0.002343863,0.003569883,0.020838829,0.010903016,0.828393192
3544,1012992,448571178,5260,NORWALK,OH,Midwest,East North Central,1,4,5,6,0,5,52000,12.416,51,147,48,63,190,58,Yes,Greater than 10,Yes,0,0,0,1,0,0,0,0,810.88,531.04,13481,588,0.051651441,Emerging suburban,25643,10066,5383,11624,11060,1142,2242,83.81,10066,40.95,0.936122919,0.014467886,0.002417814,0.004250673,0.024041327,0.01033181,0.959638108
3546,939308,473711122,4455,PORTLAND,IN,Midwest,East North Central,1,3,5,6,1,4,45000,10.94,59,202,52,51,209,44,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,596.36,354.1,11860,475,0.058118194,Rural,24856,9923,4893,10314,9677,1535,2936,372.83,9923,33.68,0.967935307,0.003419698,0.001408111,0.003580624,0.023077698,0.01703114,0.804473769
3547,732555,435459275,4000,NAPOLEON,OH,Midwest,East North Central,2,1,2,7,1,4,42000,10.3875,31,134,26,27,99,25,Yes,Greater than 10,Yes,0,0,1,0,0,0,0,0,718.86,790.77,7650,278,0.044882144,Emerging suburban,13258,5301,3080,5356,5113,860,1381,98.49,5301,39.33,0.94365666,0.00686378,0.003695882,0.005732388,0.020373514,0.009998114,1.768969679
3548,888764,433261650,4200,KENTON,OH,Midwest,East North Central,1,1,2,5,2,4,44000,11.1075,81,165,58,76,212,61,Yes,Greater than 10,Yes,0,0,1,0,0,0,0,0,272.93,1239.3,11486,588,0.112128147,Emerging suburban,12090,4824,2250,4535,4208,1091,1660,124.07,4824,34.52,0.967741936,0.007526882,0.001736973,0.002729529,0.021558872,0.018242123,1.570140612
3553,457668,451771942,5000,WILMINGTON,OH,Midwest,East North Central,5,3,6,5,5,3,39000,11.76,65,63,50,66,89,46,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,858.49,651.07,9655,276,0.036721661,Emerging suburban,16716,6751,3857,6085,5678,1200,2215,78.53,6751,41.03,0.901531467,0.048755683,0.002333094,0.007956449,0.018219523,0.009924456,1.393515195
3556,728221,86326,4272,COTTONWOOD,AZ,West,Mountain,6,2,10,5,2,4,55000,10.73,46,160,38,66,146,54,Yes,Unable to determine,No,0,0,0,0,0,0,0,0,736.48,556.28,11603,428,0.055133325,Emerging suburban,30855,12916,5622,13557,12507,2261,3979,303.84,12916,56.37,0.848290391,0.007032896,0.026997245,0.007713499,0.024310932,0.018659028,0.732523092
3557,1155957,80634,7682,GREELEY,CO,West,Mountain,0,1,4,6,1,5,53000,12.638,147,154,112,145,163,107,No,Greater than 10,Yes,0,0,0,0,1,1,0,0,1651.35,880.39,23235,587,0.044231784,Suburban,112559,39418,31599,41292,36420,4295,10365,89.47,39418,82.31,0.790838582,0.015529633,0.011851562,0.012908786,0.035085494,0.027221067,0.19437806
3561,785365,29577,4956,MYRTLE BEACH,SC,South,South Atlantic,4,2,5,10,1,4,49000,11.5825,710,701,352,658,718,336,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,630.89,600.69,10895,439,0.067726011,Emerging suburban,46397,20201,13277,17921,15665,3074,4531,42.34,20201,39.8,0.765674505,0.114188417,0.00601332,0.016854538,0.017177368,0.0118806,0.596525637
3566,555522,5819,3900,ST JOHNSBURY,VT,Northeast,New England,6,1,3,10,1,4,41000,11.02,29,25,23,34,22,30,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,721.11,693.51,6139,393,0.093526892,Rural,21682,8644,5391,9138,8445,1073,2514,342.14,8644,49.6,0.962318974,0.006134121,0.004796606,0.01070012,0.016080518,0.009833411,1.063555023
3568,1083088,77833,4800,BRENHAM,TX,South,West South Central,4,4,5,13,1,5,55000,11.012,42,39,35,30,30,27,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1206.55,1248.2,11859,465,0.058226897,Emerging suburban,21411,7886,5947,8294,7560,1476,1679,110.7,7886,45.6,0.707393396,0.197235066,0.002755593,0.016393443,0.022444839,0.013695156,1.120498809
3569,972518,43206,7000,COLUMBUS,OH,Midwest,East North Central,5,3,8,11,2,3,51000,10.98333333,483,535,293,477,648,349,Yes,Greater than 10,Yes,0,0,0,0,0,0,1,0,468.37,1047.11,10291,390,0.075173477,Urban,139862,59977,52334,35133,28714,7531,17685,41.81,59977,65.34,0.557292188,0.372552945,0.00374655,0.014843203,0.021474899,0.018173633,0.155724929
3570,888790,13350,4500,HERKIMER,NY,Northeast,Middle Atlantic,1,2,4,4,1,4,45000,12.3225,48,36,28,73,53,36,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1031.95,1181.56,13264,528,0.082102317,Emerging suburban,33722,14222,8602,13060,11828,2786,3459,100.4,14222,50.25,0.955726232,0.016487753,0.002431647,0.006642548,0.017086205,0.008226691,0.638781804
3573,668715,29115,4000,ORANGEBURG,SC,South,South Atlantic,4,0,6,4,2,3,42000,11.05666667,142,361,131,103,251,63,Yes,Greater than 10,Yes,0,0,1,0,0,0,0,0,1703.66,897.06,7957,328,0.082041021,Emerging suburban,36563,13987,14155,10201,8029,2854,2655,90.35,13987,72.25,0.231627602,0.725761015,0.002078604,0.015917731,0.020733538,0.014441982,0.55911714
3574,628801,29210,7000,COLUMBIA,SC,South,South Atlantic,2,6,5,7,3,4,41000,10.585,287,406,135,327,479,146,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1937.61,1752.65,10525,266,0.040885337,Suburban,116762,47810,41363,37365,30937,5814,11829,68.42,47810,59.31,0.464149295,0.468482897,0.003554239,0.017891095,0.017025727,0.011336541,0.206342817
3575,740398,27909,3000,ELIZABETH CITY,NC,South,South Atlantic,1,4,6,6,0,3,45000,10.97666667,91,135,70,154,322,139,Unable to determine,Greater than 10,Unable to determine,0,0,0,0,0,1,0,0,1318.97,496.61,9805,498,0.051875,Emerging suburban,29417,10988,9421,9974,8836,1571,2769,73.55,10988,53.19,0.514090492,0.424754394,0.003671347,0.012033858,0.022297051,0.014288315,0.671788422
3578,718948,28540,5891,JACKSONVILLE,NC,South,South Atlantic,0,2,2,9,1,3,45000,12.47666667,43,105,42,49,104,45,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,2856.85,1379.62,10454,383,0.058366352,Emerging suburban,51699,19876,10996,22263,18738,1807,4513,39.68,19876,54.2,0.631656318,0.243389621,0.006557187,0.028549875,0.019923526,0.009760515,0.404630651
3580,772982,28803,4000,ASHEVILLE,NC,South,South Atlantic,2,1,5,9,1,5,50000,11.35,125,532,128,166,435,147,Yes,Greater than 10,Yes,0,0,1,0,0,1,0,0,788.43,115.69,9677,471,0.211685393,Emerging suburban,82217,36877,24017,28583,24783,4290,12775,77.45,36877,38.74,0.804480825,0.126871572,0.003867813,0.011433159,0.012040025,0.006996231,0.327280246
3585,758693,78666,3350,SAN MARCOS,TX,South,West South Central,3,1,6,12,3,3,42000,11.12666667,148,305,287,173,309,313,Yes,Greater than 10,No,1,0,0,0,0,1,0,0,912.94,644.18,10925,397,0.082416442,Emerging suburban,73035,26000,32255,21511,18453,2188,5174,153.07,26000,53.39,0.766906278,0.051578011,0.008612309,0.015280345,0.023461539,0.019807692,0.259177107
3590,997530,80601,5012,BRIGHTON,CO,West,Mountain,3,3,5,9,1,5,52000,12.8,65,91,115,63,93,116,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,898.99,1618.28,17898,566,0.058416761,Emerging suburban,41815,13298,7696,19138,17114,1224,3617,73.83,13298,89.63,0.780318068,0.014492407,0.016142533,0.014181514,0.044292375,0.029553316,0.583259596
3592,1477240,82609,6160,CASPER,WY,West,Mountain,4,9,9,24,1,5,60000,11.17,58,119,110,93,212,196,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,0,0,2066.14,2528.05,18698,521,0.04256536,Emerging suburban,57222,24630,12168,24058,22916,2974,6672,447.38,24630,60.85,0.918615218,0.010782566,0.010590332,0.007776729,0.016443362,0.006536744,0.526091364
3593,775206,82070,4800,LARAMIE,WY,West,Mountain,0,4,4,7,2,3,42000,12.51,37,86,52,44,76,54,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1309.02,652.81,11366,484,0.057352767,Emerging suburban,33263,14338,13654,11359,10765,1159,2292,124.41,14338,68.99,0.896942549,0.012386135,0.007034844,0.030664703,0.010880179,0.005370345,0.740221868
3594,1230477,69361,4000,SCOTTSBLUFF,NE,Midwest,West North Central,0,2,6,13,0,5,58000,11.122,92,250,121,69,125,68,No,Greater than 10,Yes,0,0,1,1,0,0,0,1,1911.48,2018.09,18745,586,0.045507494,Emerging suburban,27952,11142,5691,11034,9961,2082,3106,98.86,11142,48.53,0.856647109,0.006833143,0.026688609,0.006260733,0.025937893,0.015616586,0.776330853
3595,678640,46774,4300,NEW HAVEN,IN,Midwest,East North Central,8,2,3,17,1,4,40000,11.6025,105,123,62,125,120,73,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,178.69,483.49,7673,382,0.051684481,Suburban,103776,40281,27536,37434,34882,5629,10371,86.72,40281,56.56,0.703707986,0.196529063,0.003681005,0.030267114,0.026886125,0.01839577,0.21143617
3597,1101331,47933,6218,CRAWFORDSVILLE,IN,Midwest,East North Central,5,3,8,10,0,5,50000,10.648,82,199,57,112,213,72,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,1119.31,609.38,18138,803,0.049934706,Emerging suburban,23068,9200,5256,9918,9436,1193,2292,107.03,9200,39.85,0.932243801,0.013351829,0.003164557,0.008496619,0.018586957,0.008695652,1.032469221
3598,698267,46953,5000,MARION,IN,Midwest,East North Central,5,1,2,12,1,4,44000,10.7975,145,388,91,217,505,126,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,706.4,384.22,13013,556,0.062457875,Emerging suburban,45610,18370,11506,17879,16335,2412,5650,124.54,18370,43.37,0.835869327,0.102981802,0.003727253,0.00686253,0.017800762,0.011703865,0.461631221
3603,522315,6457,3000,MIDDLETOWN,CT,Northeast,New England,2,2,4,6,2,3,48000,12.34666667,179,84,114,192,80,161,No,Between 1 and 10,Yes,0,0,0,0,0,0,1,0,1725.2,1384.87,5129,121,0.046808511,Emerging suburban,95271,38987,27052,36291,33834,5016,10781,86.92,38987,85.7,0.794029663,0.094120981,0.002561115,0.035866108,0.016774822,0.007438377,0.358692572
3606,580811,6010,3700,BRISTOL,CT,Northeast,New England,5,8,9,8,2,3,0,12.24333333,70,75,83,64,80,91,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1747.2,975.89,8179,257,0.080187208,Suburban,107824,44623,26456,43919,41512,6470,12694,72.4,44623,72.28,0.891953554,0.031783277,0.001678662,0.026292848,0.016000717,0.006050691,0.314679478
3607,782743,6051,5075,NEW BRITAIN,CT,Northeast,New England,2,0,7,7,1,6,46000,12.56666667,427,204,384,382,167,288,Yes,Greater than 10,Yes,0,0,0,1,0,1,0,0,1090.05,1519.09,9376,332,0.093573844,Suburban,159725,63762,51287,55397,51505,8596,16325,67.24,63762,86.67,0.767350133,0.077057443,0.002604476,0.037564564,0.019227753,0.010366676,0.192931601
3609,602513,6511,3580,NEW HAVEN,CT,Northeast,New England,3,1,4,6,2,3,47000,12.00333333,745,299,567,737,324,761,No,Greater than 10,Yes,1,0,0,0,0,0,0,0,431,413.08,7463,248,0.264674493,Urban,196182,73327,81480,53591,45115,7996,16564,46.37,73327,119.65,0.486609373,0.314779134,0.004353101,0.048026832,0.027097795,0.019488047,0.131378006
3610,883217,6108,4930,EAST HARTFORD,CT,Northeast,New England,1,2,4,4,1,4,47000,12.7825,659,217,644,592,199,607,Yes,Greater than 10,No,0,0,0,0,0,1,0,0,1212.6,1079.81,7738,277,0.065330189,Urban,277407,108967,96901,87240,74029,13644,25471,85.14,108967,118.21,0.481184685,0.28352565,0.004624973,0.051188326,0.024374352,0.016124148,0.095296802
3611,938812,6705,4557,WATERBURY,CT,Northeast,New England,3,2,4,9,1,4,52000,11.975,609,239,387,713,256,461,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,1,1676.25,1033.95,10076,344,0.305777778,Suburban,121453,46595,40780,40736,37455,5289,9938,50.1,46595,98.94,0.63941607,0.17294756,0.005195425,0.017562349,0.027642451,0.018220839,0.200184434
3612,526944,6053,3863,NEW BRITAIN,CT,Northeast,New England,3,1,6,6,3,3,41000,12.81333333,312,171,276,275,148,214,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1231.69,1197.87,6922,282,0.10471593,Suburban,174798,70552,53557,61848,57418,10149,18477,84.13,70552,83.94,0.78718292,0.070223916,0.002477145,0.03300381,0.018681256,0.009638281,0.176432225
3613,672258,45237,5000,CINCINNATI,OH,Midwest,East North Central,2,0,8,3,1,3,44000,11.34666667,483,427,358,532,499,398,No,Greater than 10,No,0,0,0,0,0,0,0,0,1089.18,693.21,12118,331,0.033518987,Urban,172633,75362,60416,53247,45896,9843,16385,53.74,75362,74.24,0.529858138,0.416247183,0.002479248,0.01551847,0.017820652,0.012420053,0.150237788
3615,597318,77502,4800,PASADENA,TX,South,West South Central,1,3,4,8,1,3,40000,10.85,346,273,293,363,285,318,No,Greater than 10,Yes,0,0,0,0,0,0,1,0,1538.69,1066.97,6988,258,0.047822058,Urban,183065,54880,47024,66753,53415,6269,12465,41.16,54880,72.99,0.638172234,0.059732882,0.007838746,0.02281157,0.066909621,0.06018586,0.078824461
3618,556651,77020,4400,HOUSTON,TX,South,West South Central,4,2,6,4,4,3,41000,12.18,723,698,660,666,719,632,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1080.03,795.28,9085,315,0.066737288,Urban,245522,84039,83760,78582,61076,11759,20960,74.7,84039,71.02,0.516682823,0.233820187,0.008695758,0.016181849,0.044229465,0.04289675,0.079357451
3624,1102635,77901,6000,VICTORIA,TX,South,West South Central,NA,NA,NA,NA,NA,NA,NA,NA,210,422,309,136,318,178,No,Greater than 10,Yes,0,0,0,0,0,0,1,0,220.15,660.41,12245,666,0.940677966,Emerging suburban,67560,25056,16046,25919,22420,4155,6247,124.5,25056,56.56,0.768280047,0.075828893,0.006275903,0.013055062,0.030451788,0.022469668,0.366637063
3625,608485,75951,4800,JASPER,TX,South,West South Central,3,4,8,8,4,4,40000,10.92,125,244,57,105,204,47,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,949.46,1306.2,7960,285,0.049180328,Emerging suburban,10847,4102,2525,3667,3089,743,1445,141.79,4102,52.03,0.549368489,0.35300083,0.004793952,0.011616115,0.025109703,0.02145295,1.864294275
3626,646496,29445,3600,GOOSE CREEK,SC,South,South Atlantic,6,6,6,12,2,4,43000,12.2375,188,312,199,217,345,289,Yes,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",No,0,0,0,0,0,0,0,0,731.82,947.46,8976,313,0.064297453,Suburban,74346,27259,21907,28362,25133,2471,5995,53.39,27259,54.34,0.615177683,0.249576305,0.005945175,0.040930245,0.023111633,0.014600682,0.282960751
3630,839049,76115,6000,FORT WORTH,TX,South,West South Central,5,4,6,13,2,3,50000,10.83333333,380,327,251,300,242,197,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,483.95,1237.76,10549,397,0.06576114,Urban,265205,89362,72895,90634,74914,11430,25089,95.8,89362,61.88,0.546501763,0.213363247,0.007658227,0.02303124,0.048309125,0.04487366,0.073396052
3632,594853,76108,4051,FORT WORTH,TX,South,West South Central,1,2,4,8,1,4,42000,11.185,244,519,324,233,357,194,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,1010.09,1343.36,10206,417,0.070308548,Suburban,153859,62147,35800,60403,53441,7751,16991,100.48,62147,48.31,0.751805224,0.094326624,0.007357386,0.017860509,0.025278775,0.017490788,0.177786155
3638,781941,46516,4000,ELKHART,IN,Midwest,East North Central,2,1,3,8,2,4,44000,11.595,229,373,145,236,430,189,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,811.95,819.35,12243,546,0.091656874,Emerging suburban,88058,32843,19721,34699,31664,2979,10033,72.6,32843,51.46,0.764462059,0.102716392,0.004883145,0.00961866,0.033035959,0.023810249,0.230836494
3639,769405,49120,4399,NILES,MI,Midwest,East North Central,1,1,8,8,3,4,44000,11.12,174,185,94,136,141,66,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1029.03,590.16,12996,420,0.057080729,Emerging suburban,40284,16391,9326,16956,15959,2513,3796,97.38,16391,41.77,0.868856122,0.066254592,0.006454175,0.009234436,0.023549509,0.0127509,0.580801311
3646,677718,47909,4200,LAFAYETTE,IN,Midwest,East North Central,2,2,7,5,2,4,39000,11.78,197,441,240,215,473,208,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,848.91,869.81,11139,363,0.05425198,Suburban,101732,38179,42044,30827,28327,3337,8586,75.19,38179,52.23,0.813559155,0.051389927,0.002821138,0.064601109,0.019618115,0.010607926,0.200241812
3647,742032,72015,5106,BENTON,AR,South,West South Central,6,3,6,12,5,4,46989.8,11.3125,53,295,63,58,252,64,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,805.9,287.97,9365,301,0.039213132,Emerging suburban,54410,21341,10328,23261,21302,2625,6559,81.68,21341,37.27,0.89086565,0.056386694,0.004852049,0.009979783,0.018649548,0.009184199,0.486950928
3648,527028,71953,7020,MENA,AR,South,West South Central,4,6,3,13,5,3,39000,9.833333333,17,45,17,11,42,12,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1151.84,882.99,6386,223,0.077700348,Rural,13836,5758,2224,6280,5705,951,1803,398.98,5758,25.02,0.945287655,0.003107835,0.015828274,0.005998844,0.01597777,0.010246613,1.273923099
3660,644111,72034,4880,CONWAY,AR,South,West South Central,1,6,6,5,4,5,43000,11,85,181,77,73,195,61,Yes,Greater than 10,No,0,0,1,0,0,0,0,0,332.35,512.84,8721,402,0.108035474,Emerging suburban,55139,21486,17947,19644,16767,2158,4611,45.93,21486,49.7,0.779811023,0.150601208,0.004443316,0.019840766,0.018244438,0.007772503,0.497959702
3670,1421740,80909,5616,COLORADO SPRINGS,CO,West,Mountain,1,1,5,6,1,5,60000,11.34,181,248,204,174,216,182,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1363.24,1010.95,17218,649,0.186870141,Urban,177340,70281,44072,65477,57295,7644,21811,60.12,70281,78.63,0.697079057,0.102340138,0.013211909,0.023547987,0.024757758,0.01530997,0.11619488
3671,751422,81001,6000,PUEBLO,CO,West,Mountain,4,2,3,18,3,4,45000,11.6875,152,265,147,145,202,140,Yes,Greater than 10,No,1,0,0,0,0,0,0,0,1242.95,435.57,13483,467,0.087584396,Emerging suburban,97884,39294,28342,32062,27135,5957,11814,123.36,39294,85.36,0.746148502,0.024794655,0.024038658,0.008387479,0.023820431,0.014073395,0.192544236
3672,894720,33990,3250,CAPE CORAL,FL,South,South Atlantic,2,1,4,7,2,4,44000,11.8,170,631,117,163,668,115,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,2527.17,627.37,12932,476,0.057115431,Suburban,84215,33038,18558,36344,32251,6203,9260,36.09,33038,38.35,0.868348869,0.046701894,0.003799798,0.016980348,0.022307646,0.010926812,0.283654931
3673,557189,33004,4000,DANIA,FL,South,South Atlantic,3,3,5,5,3,3,42000,12.83,421,576,514,502,589,802,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,576.12,986.65,7280,272,0.056268101,Suburban,241393,99432,69931,87472,74134,13159,30292,57.23,99432,53.8,0.65809282,0.249638556,0.004975289,0.019109916,0.022206131,0.016755169,0.110599727
3674,723657,33012,2700,HIALEAH,FL,South,South Atlantic,1,0,5,3,3,4,41000,12.8175,203,107,263,195,82,303,Yes,Greater than 10,No,0,0,0,0,0,0,0,0,632.22,999.58,13095,465,0.115441907,Urban,235129,73584,65673,94477,78071,14617,24230,44.55,73584,75.59,0.920065156,0.033317881,0.001148306,0.004401839,0.046735703,0.044683627,0.064275355
3675,824260,33147,4454,MIAMI,FL,South,South Atlantic,2,1,6,3,3,3,44000,13.07,459,345,636,502,363,692,Yes,Greater than 10,Yes,0,0,0,1,0,1,0,0,802.15,962.02,15306,511,0.244263862,Superurban,206488,64651,74280,59253,44351,10751,22712,26.4,64651,75.35,0.496256441,0.441594669,0.002237418,0.001864515,0.054771001,0.062551237,0.059679013
3678,904679,33162,4000,N MIAMI BEACH,FL,South,South Atlantic,1,1,8,7,2,4,46000,12.2875,356,272,499,358,285,602,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,787.67,684.14,14197,451,0.151902998,Urban,389631,133316,128000,126458,99167,20349,39863,57.08,133316,70.54,0.381204268,0.538183563,0.002692291,0.01670555,0.04100033,0.04346065,0.051153527
3679,810812,33168,3012,NORTH MIAMI,FL,South,South Atlantic,2,2,3,6,1,4,47000,12.75,413,334,543,444,320,579,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,306.75,680.22,12246,488,0.185269552,Urban,390568,126260,140330,113701,85956,19322,38638,60.35,126260,74.16,0.305345036,0.617385449,0.002821532,0.012776264,0.049009979,0.055100586,0.043905287
3682,769726,30291,2800,UNION CITY,GA,South,South Atlantic,0,4,7,11,1,5,50000,13.988,614,1199,804,494,926,706,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,610.31,815.92,13023,454,0.173613767,Emerging suburban,70609,25281,24039,18781,12706,3994,7080,163.59,25281,70.59,0.27752836,0.631066861,0.004971038,0.012080613,0.026502116,0.01890748,0.218031696
3684,843029,62056,5000,LITCHFIELD,IL,Midwest,East North Central,1,2,6,3,1,3,45000,11.72666667,32,73,28,54,125,44,Yes,Greater than 10,Yes,0,0,0,1,0,1,0,0,1181.22,433.95,11071,431,0.046433958,Rural,37081,14578,6661,16700,15616,2906,4233,443.13,14578,35.01,0.962083008,0.018742752,0.002184407,0.003802486,0.017766498,0.008505968,0.584962649
3691,520667,62471,4358,VANDALIA,IL,Midwest,East North Central,4,2,4,4,3,3,39000,11.65,78,100,76,69,107,61,Yes,Greater than 10,Unable to determine,0,0,1,0,0,0,0,0,466.35,746.91,8651,334,0.051774919,Rural,23533,8294,5706,9845,9058,1475,2645,355.41,8294,35.71,0.883652743,0.084647091,0.003824417,0.00386691,0.018085363,0.010730649,0.902052437
3696,610554,66720,5000,CHANUTE,KS,Midwest,West North Central,4,3,4,8,2,4,0,11.015,17,17,12,20,20,13,Yes,Greater than 10,Yes,0,0,0,0,0,0,1,0,1147.14,1264.77,9712,413,0.067362584,Emerging suburban,10092,4202,2003,4012,3695,805,1119,79.31,4202,39.57,0.927764566,0.018529528,0.011791518,0.006837099,0.025226083,0.005473584,2.130301229
3701,582072,70737,6000,GONZALES,LA,South,West South Central,4,6,14,10,2,3,41000,10.66666667,88,303,120,75,265,106,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,-15.71,1880.11,7198,150,0.027803522,Emerging suburban,42909,15583,9145,19022,17692,1187,3848,107.9,15583,53.49,0.691976042,0.256962409,0.00344916,0.008646205,0.025219791,0.015144709,0.635647533
3702,566663,71351,4000,MARKSVILLE,LA,South,West South Central,1,0,4,5,1,4,40000,10.8075,57,51,40,55,53,41,No,Greater than 10,No,0,0,0,0,0,0,0,0,744.04,586.2,10052,325,0.041789893,Emerging suburban,13832,5296,3668,4692,4131,1005,1548,108.51,5296,45.48,0.595430885,0.346153846,0.022267207,0.004410064,0.02152568,0.016238671,1.252891845
3704,569838,21239,5300,BALTIMORE,MD,South,South Atlantic,3,1,8,6,2,4,42000,13.08,413,107,233,412,99,244,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,156.06,772.29,7949,341,0.159793814,Superurban,144515,55767,59834,40363,33597,6371,12900,17.18,55767,73.1,0.343320763,0.588485624,0.002456492,0.033352939,0.021302921,0.01545717,0.18537868
3705,984055,20601,4437,WALDORF,MD,South,South Atlantic,8,3,8,9,2,4,50000,12.255,135,114,432,106,85,315,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,947.63,1218.33,10254,318,0.047293278,Emerging suburban,77624,27205,22215,28733,25784,3097,6648,63.22,27205,84.14,0.361305782,0.52839328,0.005526641,0.040245285,0.033817313,0.022495865,0.461532516
3708,638060,48801,5400,ALMA,MI,Midwest,East North Central,4,4,5,9,4,3,43000,10.96,101,169,59,108,199,59,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1481.43,490.85,14871,388,0.040236441,Emerging suburban,21198,6697,6798,7121,6395,1367,2554,81.68,6697,38.84,0.845645816,0.107132748,0.005660911,0.004858949,0.019859639,0.010601762,0.884234362
3711,1063170,64507,10980,ST JOSEPH,MO,Midwest,West North Central,5,2,8,13,2,4,52000,11.0475,183,443,166,200,389,190,Yes,Greater than 10,Yes,0,0,0,0,1,1,0,0,856.02,968.32,13330,410,0.053552769,Emerging suburban,79529,30869,22985,28643,25984,3968,8299,96.43,30869,41.77,0.879012687,0.058167461,0.004715261,0.008965283,0.023453951,0.013929833,0.273271385
